2590764-	0		0	Sun Dec 30 13:24:14 +0800 2012			3528926297442490	3528926297442490				3528926297442490	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @上校058			1892694721	00	3528924728430323	1397725154500
2590765-	2		11	Thu Oct 31 00:06:31 +0800 2013			3639253835616158	3639253835616158				3639253835616158	0			53	<a href=" rel="nofollow">iPad客户端</a>	@热点联盟  手机点菜糸统分中餐、西餐、火锅、快餐等版本，力争让商家食客都满意[呵呵]，更多品牌近千家店面正在陆续上线，希望大家多多使用，多提建议[爱你]@黄记煌  @李老爹餐饮有限公司  @北京友仁居餐饮  @两岸咖啡-北京总部  @北京京仪大酒店  @百万庄园官方微博   @中关村国际美食节 			1892694721	00	3639239751152525	1397725154500
2590766-	0		0	Wed Jul 25 00:11:42 +0800 2012			3471469562499605	3471469562499605				3471469562499605	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	@酒红冰蓝 啥时简称为冰蓝了？怎么我这个姐姐还不知道就有其他帅锅知道啦？羡慕嫉妒恨啦。@北美之夏 还不会玩微博，这样写，酒红能看到吗？			1892694721	00	3470539132161302	1397725154500
2590767-	0		1	Tue Mar 19 07:40:21 +0800 2013			3557468388499002	3557468388499002				3557468388499002	0			1	<a href=" rel="nofollow">iPad客户端</a>	注意保暖			1892694721	00	3557275421146713	1397725154501
2590768-	1		2	Sat Jul 20 19:21:26 +0800 2013			3602218533575908	3602218533575908				3602218533575908	0			3	<a href=" rel="nofollow">iPad客户端</a>	[鼓掌][爱你]			1892694721	00	3601925742387739	1397725154501
2590769-	0		1	Fri Jun 07 15:52:24 +0800 2013			3586583255109109	3586583255109109				3586583255109109	0			1	<a href=" rel="nofollow">iPad客户端</a>	[围观][威武][给力]			1892694721	00	3586580906533522	1397725154501
2590770-	0		0	Sun Dec 23 21:20:39 +0800 2012			3526509467502501	3526509467502501				3526509467502501	0			2	<a href=" rel="nofollow">iPhone客户端</a>	//@蓝山咖啡第一人:今后有能力了，咱可以自己成立爱心基金。请@金梅央 @微美食 @秀出中国好味道 @善行人 @中国咖啡馆联盟 @黄伟精品咖啡烘焙 @咖啡俱乐部 @薛蛮子 @热点红姨 帮转//@杭州咖啡梦想学院:这样的爱心活动，爱咖啡的人一定要支持！//@精品咖啡汇: 好有爱啊，全力支持！请大家转发！[心]			1892694721	00	3526413816421338	1397725154502
2590771-	0		1	Mon Jul 23 00:08:18 +0800 2012			3470743926858176	3470743926858176				3470743926858176	0			2	<a href=" rel="nofollow">微博 weibo.com</a>	呵呵，刚吃完饭你呢！//@屯长老杨: 麻烦能问一下这地方在哪儿吗？谢了！			1892694721	00	3468491178416268	1397725154502
2590772-	0		1	Wed Oct 17 21:24:45 +0800 2012			3502230508386465	3502230508386465				3502230508386465	0			2	<a href=" rel="nofollow">iPhone客户端</a>	回复@皇家驿栈刘少军:是的！ //@皇家驿栈刘少军:cctv：您幸福吗？答：有一种温馨叫幸福！[花心]			1892694721	00	3502196287256566	1397725154502
2590773-	0		3	Sat Sep 01 23:21:21 +0800 2012			3485590013795105	3485590013795105				3485590013795105	0			1	<a href=" rel="nofollow">微博 weibo.com</a>	我是军，会长是民哈			1892694721	00	3485398762287416	1397725154502
