4739728-	0		1	Sat Aug 03 20:39:51 +0800 2013		type:Pointcoordinates:#39.90607#116.38255	3607311698372939	3607311698372939				3607311698372939	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	中国广播艺术团@北京音乐厅 #笑语欢歌-相声魔术曲艺名家群英乐翻天#专场：西河大鼓表演艺术家，马增蕙，5岁从艺，今年77岁高龄，精神抖擞、底气十足，令人敬佩！ 我在这里:			1789973384	00	0	1397731067817
4739729-	0		0	Tue Jul 09 12:21:08 +0800 2013		type:Pointcoordinates:#39.94412#116.30828	3598126495636549	3598126495636549				3598126495636549	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	都是珍藏限量版，大家最爱哪一款？让我们面对现实，让我们忠于理想！我选切?格瓦拉！#中国好搞笑# 我在这里:			1789973384	00	0	1397731067817
4739730-	1		1	Mon Aug 26 20:13:37 +0800 2013		type:Pointcoordinates:#40.402#116.68032	3615640022049068	3615640022049068				3615640022049068	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	北京?怀柔?雁栖湖度假村，野外烧烤，我和小志@迟永志 是主烤官[带着微博去旅行]@侯林林微博 @刘涛滔 @相声郭伟 @演员孙仲秋 @龚浩川 @相声王威 @王玉_____ @李溪昶_  我在这里:			1789973384	00	0	1397731067817
4739731-	0		3	Mon Jul 23 10:56:10 +0800 2012			3470906972489416	3470906972489416				3470906972489416	0		#	3	<a href=" rel="nofollow">搜房网</a>	酒仙桥社区网搜房@新笑声客栈 相声俱乐部首次活动圆满成功			1789973384	00	0	1397731067818
4739732-	0		1	Sat May 18 11:15:09 +0800 2013			3579265721332509	3579265721332509				3579265721332509	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	#孔夫子进城记#曾经的辉煌，今天的沧桑，一切都躲不过的是时光！@凯迪拉克 			1789973384	00	0	1397731067818
4739733-	2		0	Sun Dec 15 13:51:13 +0800 2013		type:Pointcoordinates:#38.03598#114.47901	3655768831976028	3655768831976028				3655768831976028	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	刘德华：成功的经验，远不及失败的教训???@CCTV1开讲啦  我在这里:			1789973384	00	0	1397731067818
4739734-	0		4	Tue Aug 21 19:58:11 +0800 2012			3481552619150085	3481552619150085				3481552619150085	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	中国广播艺术团第九届艺术周之＂越来越好＂相声小品新作品晚会，节目02＜大话上海滩＞表演者@贾玲 @侯林林微博 @刘涛滔 观众乐翻天[哈哈][哈哈][哈哈]@哈妮o_O @谢思鹏 @金桔派			1789973384	00	0	1397731067818
4739735-	0		1	Sun Jul 22 00:31:19 +0800 2012			3470387335945618	3470387335945618				3470387335945618	0			2	<a href=" rel="nofollow">iPhone客户端</a>	明天水能下去吗？[泪] @讴阳北方 @美库原创黎冬 @阿斯顿马丁LOVE //@文演张旭:转发微博			1789973384	00	3470385092228623	1397731067819
4739736-	0		0	Fri Dec 13 17:59:18 +0800 2013		type:Pointcoordinates:#39.92277#116.33273	3655106488789765	3655106488789765				3655106488789765	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	杨澜，出席，致辞??? 我在这里:			1789973384	00	0	1397731067819
4739737-	0		2	Fri Jul 20 21:23:04 +0800 2012		type:Pointcoordinates:#39.982784#116.49324	3469977568767360	3469977568767360				3469977568767360	0		#	9	<a href=" rel="nofollow">iPhone客户端</a>	北京，798剧场，@喜悦蜘蛛侠组合 献唱原创歌曲＜爱是天意＞[威武][给力]@美库原创黎冬 @美库原创music-莉莉王 @讴阳北方 @淮河之玉 @章磊-新中国风王子 @薪宇同学 @追风骏马边疆 @追风骏马巴拉吉 @龙瑞国际传媒 @美库原创网 			1789973384	00	0	1397731067819
