2825216-	5		6	Mon Mar 10 15:32:25 +0800 2014		type:Pointcoordinates:#31.23768#121.50151	3686597268623928	3686597268623928				3686597268623928	0		#	3	<a href=" rel="nofollow">iPhone客户端</a>	2800大洋2.5 我在这里:			2170673503	00	0	1397725817990
2825217-	0		1	Thu Mar 29 20:48:40 +0800 2012			3429019083201736	3429019083201736				3429019083201736	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[哈哈][哈哈][哈哈][哈哈][哈哈][哈哈][爱你][怒] //@慵懒猪-Eleven:好美哦			2170673503	00	3428931296784525	1397725817991
2825218-	22		16	Fri Sep 27 17:38:22 +0800 2013		type:Pointcoordinates:#29.973545#121.41785	3627197355235385	3627197355235385				3627197355235385	0		#	6	<a href=" rel="nofollow">三星Galaxy Note II</a>	满城尽是鱼腥味――舟山。寻找最好食材，烹饪美味菜肴。刚打捞上来的野生黄鱼不到五分钟就被等候在码头的商家抢购一空 我在:			2170673503	00	0	1397725817991
2825219-	2		3	Sun Mar 09 17:23:02 +0800 2014			3686262718360090	3686262718360090				3686262718360090	0			1	<a href=" rel="nofollow">iPhone客户端</a>	赞同[握手][good]			2170673503	00	3686160604321949	1397725817992
2825220-	9		9	Wed Oct 23 17:38:08 +0800 2013		type:Pointcoordinates:#31.373264#120.95881	3636619380953773	3636619380953773				3636619380953773	0		#	1	<a href=" rel="nofollow">三星Galaxy Note II</a>	饿啦抓只鸽子烤烤，吃完打道回府[花心][花心][花心] 我在:			2170673503	00	0	1397725817992
2825221-	14		15	Wed Mar 19 16:20:26 +0800 2014			3689870843210423	3689870843210423				3689870843210423	0		#	3	<a href=" rel="nofollow">iPhone客户端</a>	纯属路过！风景不错，下车2块钱雇摄影师自拍两张，留住春天的气息！@@@大自然与野兽派[悠闲][悠闲]			2170673503	00	0	1397725817993
2825222-	0		0	Sun Apr 15 17:01:39 +0800 2012			3435122546444997	3435122546444997				3435122546444997	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博。			2170673503	00	3435119539012339	1397725817993
2825223-	0		1	Fri May 04 09:23:08 +0800 2012			3441892534531413	3441892534531413				3441892534531413	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	香港，上海，北京，下一站........？有朋自远方来，希望能认识更多的业界好朋友			2170673503	00	0	1397725817994
2825224-	13		12	Sun Oct 27 10:33:17 +0800 2013			3637962015519020	3637962015519020				3637962015519020	0		#	6	<a href=" rel="nofollow">三星Galaxy Note II</a>	秋高气爽，闻花香，尝美食，品美酒[酷][酷][酷][酷]			2170673503	00	0	1397725817995
2825225-	0		1	Fri Jun 01 14:25:15 +0800 2012			3452115421075399	3452115421075399				3452115421075399	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	六一快乐喔			2170673503	00	0	1397725817995
2825226-	16		10	Sat Mar 15 21:47:17 +0800 2014			3688503546000596	3688503546000596				3688503546000596	0		#	5	<a href=" rel="nofollow">iPhone客户端</a>	丰富活力的一天，《食全食美》录制私房菜，晚餐来到付老师的寒舍羲和餐厅和远道而来的大庆和台湾粉丝欢聚，此时此刻此景。因美食，这个世界很多缘分就在我们身边，美好的夜。[月亮]			2170673503	00	0	1397725817996
2825227-	0		1	Tue May 01 20:11:35 +0800 2012		type:Pointcoordinates:#39.934322#116.455154	3440968550379930	3440968550379930				3440968550379930	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	超级战舰ing我在这里：#朝阳区# 			2170673503	00	0	1397725817996
2825228-	15		23	Wed Sep 25 00:42:47 +0800 2013			3626216999428973	3626216999428973				3626216999428973	0			14	<a href=" rel="nofollow">三星Galaxy Note II</a>	谢谢//@厨王争霸_国际顶级厨艺大赛:回复@Ada王_:[围观]多多支持哦。 //@Ada王_:是我见过最帅最有创意的中国厨师！[鼓掌]			2170673503	00	3626029497081894	1397725817997
2825229-	1		1	Thu Apr 19 16:11:56 +0800 2012			3436559586099533	3436559586099533				3436559586099533	0			1	<a href=" rel="nofollow">iPhone客户端</a>	//@创意工坊:学习			2170673503	00	3436103409017456	1397725817997
